OBJECTID_1 *;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto
336;FM9552;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village
337;GM0542;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village
338;GM1512;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town
339;GM2502;незаети площадки;Якоруда;Yakoruda;Бунцево;село;Buntsevo;village
340;GM3572;незаети площадки;Велинград;Velingrad;Абланица;село;Ablanitsa;village
341;FM9583;незаети площадки;Разлог;Razlog;Бачево;село;Bachevo;village
342;GM1583;незаети площадки;Якоруда;Yakoruda;Юруково;село;Yurukovo;village
343;GM3573;незаети площадки;Велинград;Velingrad;Абланица;село;Ablanitsa;village
344;GM4543;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town
345;GM0504;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village
346;GM1514;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town
347;GM3534;незаети площадки;Велинград;Velingrad;Рохлева;село;Rohleva;village
348;FM6515;незаети площадки;Благоевград;Blagoevgrad;Лисия;село;Lisia;village
349;GM4515;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town
350;FM4556;незаети площадки;Невестино;Nevestino;Ветрен;село;Vetren;village
351;FM6576;незаети площадки;Благоевград;Blagoevgrad;Бело поле;село;Belo pole;village
352;FM8526;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village
353;FM8546;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village
354;FM9506;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village
355;GM1586;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town
356;GM2576;незаети площадки;Якоруда;Yakoruda;Конарско;село;Konarsko;village
357;GM2596;незаети площадки;Якоруда;Yakoruda;Смолево;село;Smolevo;village
358;FM4537;незаети площадки;Невестино;Nevestino;Ветрен;село;Vetren;village
359;FM4557;незаети площадки;Невестино;Nevestino;Ветрен;село;Vetren;village
360;FM5537;незаети площадки;Невестино;Nevestino;Църварица;село;Tsarvavitsa;village
361;FM5597;незаети площадки;Благоевград;Blagoevgrad;Лисия;село;Lisia;village
362;FM9587;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village
363;GM3527;незаети площадки;Якоруда;Yakoruda;Аврамово;село;Avramovo;village
364;FM4518;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village
365;GM0558;незаети площадки;Разлог;Razlog;Баня;село;Banya;village
366;GM2598;незаети площадки;Якоруда;Yakoruda;Смолево;село;Smolevo;village
367;GM3578;незаети площадки;Велинград;Velingrad;Света Петка;село;Sveta Petka;village
368;FM3579;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village
369;FM3589;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village
370;FM3599;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village
371;FM4539;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village
372;FM5549;незаети площадки;Невестино;Nevestino;Църварица;село;Tsarvavitsa;village
373;FM6589;незаети площадки;Кочериново;Kocherinovo;Бараково;село;Barakovo;village
374;FM7559;незаети площадки;Благоевград;Blagoevgrad;Дъбрава;село;Dabrava;village
375;FM7579;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village
376;FM8509;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village
377;FM9579;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery
378;GM4559;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town
379;GM4579;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town
380;FM5660;незаети площадки;Кочериново;Kocherinovo;Фролош;село;Frolosh;village
381;GM0610;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery
382;GM0670;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town
383;GM1620;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town
384;FM4601;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village
385;FM5621;незаети площадки;Невестино;Nevestino;Църварица;село;Tsarvavitsa;village
386;FM5671;незаети площадки;Кочериново;Kocherinovo;Фролош;село;Frolosh;village
387;FM7641;незаети площадки;Кочериново;Kocherinovo;Стоб;село;Stob;village
388;FM7651;незаети площадки;Кочериново;Kocherinovo;Стоб;село;Stob;village
389;FM8681;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery
390;FM9621;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery
391;FM9681;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery
392;GM2691;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town
393;GM3671;незаети площадки;Велинград;Velingrad;Света Петка;село;Sveta Petka;village
394;FM7642;незаети площадки;Рила;Rila;Рила;град;Rila;town
395;FM8642;незаети площадки;Рила;Rila;Рила;град;Rila;town
396;GM2612;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town
397;GM2672;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town
398;GM3602;незаети площадки;Велинград;Velingrad;Пашови;село;Pashovi;village
399;FM3633;незаети площадки;Кюстендил;Kyustendil;Цървена ябълка;село;Tsarvena yabalka;village
400;FM6663;незаети площадки;Кочериново;Kocherinovo;Бураново;село;Buranovo;village
401;FM7663;незаети площадки;Рила;Rila;Рила;град;Rila;town
402;FM8663;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery
403;GM0613;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery
404;GM1693;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town
405;GM3673;незаети площадки;Белово;Belovo;Белово;село;Belovo;village
406;GM4633;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town
