OBJECTID;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
152;FM8153;незаети площадки;Струмяни;Strumyani;Илинденци;село;Ilindentsi;village;Благоевград;Blagoevgrad;32665;23.233798;41.651424;ИЛИНДЕНЦИСТРУМЯНИ
153;GM0163;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
154;GM0173;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
155;GM4183;незаети площадки;Сатовча;Satovcha;Сатовча;село;Satovcha;village;Благоевград;Blagoevgrad;65440;23.97686;41.619294;САТОВЧАСАТОВЧА
156;FM9154;незаети площадки;Сандански;Sandanski;Лиляново;село;Lilyanovo;village;Благоевград;Blagoevgrad;43699;23.317067;41.616658;ЛИЛЯНОВОСАНДАНСКИ
157;GM1194;незаети площадки;Гоце Делчев;Gotze Delchev;Корница;село;Kornitsa;village;Благоевград;Blagoevgrad;38666;23.677533;41.639545;КОРНИЦАГОЦЕДЕЛЧЕВ
158;GM3154;незаети площадки;Гърмен;Garmen;Лещен;село;Leshten;village;Благоевград;Blagoevgrad;43606;23.828769;41.636764;ЛЕЩЕНГЪРМЕН
159;GM3164;незаети площадки;Гърмен;Garmen;Лещен;село;Leshten;village;Благоевград;Blagoevgrad;43606;23.828769;41.636764;ЛЕЩЕНГЪРМЕН
160;GM3184;незаети площадки;Гърмен;Garmen;Дебрен;село;Debren;village;Благоевград;Blagoevgrad;20331;23.82281;41.584279;ДЕБРЕНГЪРМЕН
161;FM8155;незаети площадки;Струмяни;Strumyani;Илинденци;село;Ilindentsi;village;Благоевград;Blagoevgrad;32665;23.233798;41.651424;ИЛИНДЕНЦИСТРУМЯНИ
162;GM2125;незаети площадки;Гоце Делчев;Gotze Delchev;Корница;село;Kornitsa;village;Благоевград;Blagoevgrad;38666;23.677533;41.639545;КОРНИЦАГОЦЕДЕЛЧЕВ
163;GM2155;незаети площадки;Гоце Делчев;Gotze Delchev;Корница;село;Kornitsa;village;Благоевград;Blagoevgrad;38666;23.677533;41.639545;КОРНИЦАГОЦЕДЕЛЧЕВ
164;GM4115;незаети площадки;Сатовча;Satovcha;Долен;село;Dolen;village;Благоевград;Blagoevgrad;21868;23.934446;41.623109;ДОЛЕНСАТОВЧА
165;FM6186;незаети площадки;Струмяни;Strumyani;Гореме;село;Goreme;village;Благоевград;Blagoevgrad;16033;23.093266;41.642706;ГОРЕМЕСТРУМЯНИ
166;FM8126;незаети площадки;Кресна;Kresna;Долна Градешница;село;Dolna Gradeshnitsa;village;Благоевград;Blagoevgrad;22068;23.183081;41.684013;ДОЛНАГРАДЕШНИЦАКРЕСНА
167;FM9136;незаети площадки;Сандански;Sandanski;Плоски;село;Ploski;village;Благоевград;Blagoevgrad;56839;23.26687;41.645045;ПЛОСКИСАНДАНСКИ
168;FM9166;незаети площадки;Сандански;Sandanski;Плоски;село;Ploski;village;Благоевград;Blagoevgrad;56839;23.26687;41.645045;ПЛОСКИСАНДАНСКИ
169;GM1176;незаети площадки;Гоце Делчев;Gotze Delchev;Брезница;село;Breznitsa;village;Благоевград;Blagoevgrad;6306;23.658002;41.671926;БРЕЗНИЦАГОЦЕДЕЛЧЕВ
170;GM2176;незаети площадки;Гоце Делчев;Gotze Delchev;Господинци;село;Gospodintsi;village;Благоевград;Blagoevgrad;17347;23.730195;41.657928;ГОСПОДИНЦИГОЦЕДЕЛЧЕВ
171;FM7117;незаети площадки;Струмяни;Strumyani;Вракуповица;село;Vrakupovitsa;village;Благоевград;Blagoevgrad;12142;23.090158;41.662115;ВРАКУПОВИЦАСТРУМЯНИ
172;FM7157;незаети площадки;Кресна;Kresna;Будилци;село;Budiltsi;village;Благоевград;Blagoevgrad;6834;23.120952;41.689229;БУДИЛЦИКРЕСНА
173;GM4127;незаети площадки;Сатовча;Satovcha;Долен;село;Dolen;village;Благоевград;Blagoevgrad;21868;23.934446;41.623109;ДОЛЕНСАТОВЧА
174;GM4147;незаети площадки;Сатовча;Satovcha;Долен;село;Dolen;village;Благоевград;Blagoevgrad;21868;23.934446;41.623109;ДОЛЕНСАТОВЧА
175;GM1108;незаети площадки;Банско;Bansko;Кремен;село;Kremen;village;Благоевград;Blagoevgrad;39614;23.636676;41.742718;КРЕМЕНБАНСКО
176;GM1188;незаети площадки;Гоце Делчев;Gotze Delchev;Брезница;село;Breznitsa;village;Благоевград;Blagoevgrad;6306;23.658002;41.671926;БРЕЗНИЦАГОЦЕДЕЛЧЕВ
177;GM2128;незаети площадки;Гоце Делчев;Gotze Delchev;Брезница;село;Breznitsa;village;Благоевград;Blagoevgrad;6306;23.658002;41.671926;БРЕЗНИЦАГОЦЕДЕЛЧЕВ
178;GM3158;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village;Благоевград;Blagoevgrad;37472;23.826913;41.685497;КОВАЧЕВИЦАГЪРМЕН
179;FM7179;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village;Благоевград;Blagoevgrad;16136;23.116271;41.743649;ГОРНАБРЕЗНИЦАКРЕСНА
180;FM8129;незаети площадки;Кресна;Kresna;Кресна;град;Kresna;town;Благоевград;Blagoevgrad;14492;23.16075;41.720166;КРЕСНАКРЕСНА
181;GM3109;незаети площадки;Гърмен;Garmen;Рибново;село;Ribnovo;village;Благоевград;Blagoevgrad;62640;23.762819;41.71809;РИБНОВОГЪРМЕН
182;GM4179;незаети площадки;Сатовча;Satovcha;Плетена;село;Pletena;village;Благоевград;Blagoevgrad;56740;23.957774;41.640509;ПЛЕТЕНАСАТОВЧА
183;FM7280;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village;Благоевград;Blagoevgrad;16136;23.116271;41.743649;ГОРНАБРЕЗНИЦАКРЕСНА
184;FM8210;незаети площадки;Кресна;Kresna;Кресна;град;Kresna;town;Благоевград;Blagoevgrad;14492;23.16075;41.720166;КРЕСНАКРЕСНА
185;FM8250;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village;Благоевград;Blagoevgrad;11569;23.23232;41.738031;ВЛАХИКРЕСНА
186;FM9210;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village;Благоевград;Blagoevgrad;11569;23.23232;41.738031;ВЛАХИКРЕСНА
187;GM0260;незаети площадки;Банско;Bansko;Банско;град;Bansko;town;Благоевград;Blagoevgrad;2676;23.488801;41.838469;БАНСКОБАНСКО
188;GM3220;незаети площадки;Гърмен;Garmen;Осиково;село;Osikovo;village;Благоевград;Blagoevgrad;54184;23.779476;41.697435;ОСИКОВОГЪРМЕН
189;GM4210;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village;Благоевград;Blagoevgrad;37472;23.826913;41.685497;КОВАЧЕВИЦАГЪРМЕН
190;FM8271;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village;Благоевград;Blagoevgrad;11569;23.23232;41.738031;ВЛАХИКРЕСНА
191;FM7262;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village;Благоевград;Blagoevgrad;16136;23.116271;41.743649;ГОРНАБРЕЗНИЦАКРЕСНА
192;FM8292;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village;Благоевград;Blagoevgrad;11569;23.23232;41.738031;ВЛАХИКРЕСНА
193;GM1282;незаети площадки;Банско;Bansko;Кремен;село;Kremen;village;Благоевград;Blagoevgrad;39614;23.636676;41.742718;КРЕМЕНБАНСКО
194;GM1292;незаети площадки;Банско;Bansko;Кремен;село;Kremen;village;Благоевград;Blagoevgrad;39614;23.636676;41.742718;КРЕМЕНБАНСКО
195;FM9253;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village;Благоевград;Blagoevgrad;11569;23.23232;41.738031;ВЛАХИКРЕСНА
196;GM0283;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village;Благоевград;Blagoevgrad;53059;23.638027;41.788515;ОБИДИМБАНСКО
197;GM2273;незаети площадки;Гоце Делчев;Gotze Delchev;Буково;село;Bukovo;village;Благоевград;Blagoevgrad;7003;23.715397;41.712319;БУКОВОГОЦЕДЕЛЧЕВ
198;GM3293;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village;Благоевград;Blagoevgrad;37472;23.826913;41.685497;КОВАЧЕВИЦАГЪРМЕН
199;FM7285;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village;Благоевград;Blagoevgrad;16136;23.116271;41.743649;ГОРНАБРЕЗНИЦАКРЕСНА
200;GM0225;незаети площадки;Банско;Bansko;Банско;град;Bansko;town;Благоевград;Blagoevgrad;2676;23.488801;41.838469;БАНСКОБАНСКО
201;GM0285;незаети площадки;Банско;Bansko;Добринище;село;Dobrinishte;village;Благоевград;Blagoevgrad;21498;23.563445;41.820999;ДОБРИНИЩЕБАНСКО
202;GM4255;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village;Благоевград;Blagoevgrad;37472;23.826913;41.685497;КОВАЧЕВИЦАГЪРМЕН
203;FM6256;незаети площадки;Симитли;Simitli;Сушица;село;Sushitsa;village;Благоевград;Blagoevgrad;35105;23.058464;41.817148;СУШИЦАСИМИТЛИ
204;FM6266;незаети площадки;Симитли;Simitli;Сушица;село;Sushitsa;village;Благоевград;Blagoevgrad;35105;23.058464;41.817148;СУШИЦАСИМИТЛИ
205;GM2276;незаети площадки;Банско;Bansko;Осеново;село;Osenovo;village;Благоевград;Blagoevgrad;54136;23.726306;41.777948;ОСЕНОВОБАНСКО
206;GM3226;незаети площадки;Гърмен;Garmen;Осиково;село;Osikovo;village;Благоевград;Blagoevgrad;54184;23.779476;41.697435;ОСИКОВОГЪРМЕН
207;FM7227;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village;Благоевград;Blagoevgrad;16136;23.116271;41.743649;ГОРНАБРЕЗНИЦАКРЕСНА
208;FM7257;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village;Благоевград;Blagoevgrad;16136;23.116271;41.743649;ГОРНАБРЕЗНИЦАКРЕСНА
209;FM8287;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village;Благоевград;Blagoevgrad;11569;23.23232;41.738031;ВЛАХИКРЕСНА
210;FM9237;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village;Благоевград;Blagoevgrad;11569;23.23232;41.738031;ВЛАХИКРЕСНА
211;FM9297;незаети площадки;Банско;Bansko;Банско;град;Bansko;town;Благоевград;Blagoevgrad;2676;23.488801;41.838469;БАНСКОБАНСКО
212;GM1277;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village;Благоевград;Blagoevgrad;53059;23.638027;41.788515;ОБИДИМБАНСКО
213;GM3267;незаети площадки;Гърмен;Garmen;Осиково;село;Osikovo;village;Благоевград;Blagoevgrad;54184;23.779476;41.697435;ОСИКОВОГЪРМЕН
214;GM4267;незаети площадки;Велинград;Velingrad;Сърница;село;Sarnitsa;village;Пазарджик;Pazardjik;70648;24.022923;41.738354;СЪРНИЦАВЕЛИНГРАД
215;GM1248;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village;Благоевград;Blagoevgrad;53059;23.638027;41.788515;ОБИДИМБАНСКО
216;GM2208;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village;Благоевград;Blagoevgrad;53059;23.638027;41.788515;ОБИДИМБАНСКО
217;GM4218;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village;Благоевград;Blagoevgrad;37472;23.826913;41.685497;КОВАЧЕВИЦАГЪРМЕН
218;FM6269;незаети площадки;Симитли;Simitli;Сушица;село;Sushitsa;village;Благоевград;Blagoevgrad;35105;23.058464;41.817148;СУШИЦАСИМИТЛИ
219;FM9219;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village;Благоевград;Blagoevgrad;11569;23.23232;41.738031;ВЛАХИКРЕСНА
220;GM0229;незаети площадки;Банско;Bansko;Банско;град;Bansko;town;Благоевград;Blagoevgrad;2676;23.488801;41.838469;БАНСКОБАНСКО
221;GM1249;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village;Благоевград;Blagoevgrad;53059;23.638027;41.788515;ОБИДИМБАНСКО
