OBJECTID_1;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
3252;Крумовград;Krumovgrad;Странджево;село;Strandzhevo;village;Кърджали;Kardjali;69688;25.764747;41.638045;СТРАНДЖЕВОКРУМОВГРАД
3255;Крумовград;Krumovgrad;Падало;село;Padalo;village;Кърджали;Kardjali;55097;25.768426;41.561906;ПАДАЛОКРУМОВГРАД
3256;Крумовград;Krumovgrad;Доборско;село;Doborsko;village;Кърджали;Kardjali;21302;25.774289;41.490565;ДОБОРСКОКРУМОВГРАД
3258;Крумовград;Krumovgrad;Чернооки;село;Chernooki;village;Кърджали;Kardjali;81205;25.767793;41.438658;ЧЕРНООКИКРУМОВГРАД
3259;Крумовград;Krumovgrad;Тинтява;село;Tintyava;village;Кърджали;Kardjali;72429;25.78939;41.42315;ТИНТЯВАКРУМОВГРАД
3260;Крумовград;Krumovgrad;Калайджиево;село;Kalaydzhievo;village;Кърджали;Kardjali;35269;25.75268;41.408805;КАЛАЙДЖИЕВОКРУМОВГРАД
3261;Крумовград;Krumovgrad;Синигер;село;Siniger;village;Кърджали;Kardjali;66545;25.763174;41.386647;СИНИГЕРКРУМОВГРАД
3267;Асеновград;Asenovgrad;Златовръх;село;Zlatovrah;village;Пловдив;Plovdiv;31108;25.008046;42.010494;ЗЛАТОВРЪХАСЕНОВГРАД
3272;Първомай;Parvomay;Караджалово;село;Karadzhalovo;village;Пловдив;Plovdiv;36230;25.316841;42.094362;КАРАДЖАЛОВОПЪРВОМАЙ
3273;Асеновград;Asenovgrad;Горнослав;село;Gornoslav;village;Пловдив;Plovdiv;16955;24.958416;41.92237;ГОРНОСЛАВАСЕНОВГРАД
3274;Асеновград;Asenovgrad;Долнослав;село;Dolnoslav;village;Пловдив;Plovdiv;22839;24.98253;41.93221;ДОЛНОСЛАВАСЕНОВГРАД
3276;Асеновград;Asenovgrad;Орешец;село;Oreshets;village;Пловдив;Plovdiv;53761;24.941777;41.887978;ОРЕШЕЦАСЕНОВГРАД
3277;Асеновград;Asenovgrad;Врата;село;Vrata;village;Пловдив;Plovdiv;12992;24.966014;41.859706;ВРАТААСЕНОВГРАД
3280;Лъки;Laki;Югово;село;Yugovo;village;Пловдив;Plovdiv;86012;24.79958;41.882263;ЮГОВОЛЪКИ
3281;Черноочене;Chernoochene;Бедрово;село;Bedrovo;village;Кърджали;Kardjali;3132;25.373027;41.744292;БЕДРОВОЧЕРНООЧЕНЕ
3282;Кърджали;Kardjali;Стремово;село;Stremovo;village;Кърджали;Kardjali;69849;25.406026;41.737798;СТРЕМОВОКЪРДЖАЛИ
3283;Кърджали;Kardjali;Крушевска;село;Krushevska;village;Кърджали;Kardjali;40169;25.297888;41.705765;КРУШЕВСКАКЪРДЖАЛИ
3284;Кърджали;Kardjali;Висока;село;Visoka;village;Кърджали;Kardjali;11226;25.234613;41.719502;ВИСОКАКЪРДЖАЛИ
3285;Черноочене;Chernoochene;Беснурка;село;Besnurka;village;Кърджали;Kardjali;3986;25.236046;41.758861;БЕСНУРКАЧЕРНООЧЕНЕ
3286;Черноочене;Chernoochene;Ночево;село;Nochevo;village;Кърджали;Kardjali;52372;25.193443;41.876967;НОЧЕВОЧЕРНООЧЕНЕ
3287;Троян;Troyan;Райковска;село;Raykovska;village;Ловеч;Lovech;61858;24.736987;42.880134;РАЙКОВСКАТРОЯН
3288;Троян;Troyan;Миленча;село;Milencha;village;Ловеч;Lovech;48180;24.790955;42.862999;МИЛЕНЧАТРОЯН
3290;Черноочене;Chernoochene;Русалина;село;Rusalina;village;Кърджали;Kardjali;63392;25.22966;41.761998;РУСАЛИНАЧЕРНООЧЕНЕ
3293;Смолян;Smolyan;Фатово;село;Fatovo;village;Смолян;Smolyan;76042;24.779697;41.545553;ФАТОВОСМОЛЯН
3295;Кърджали;Kardjali;Илиница;село;Ilinitsa;village;Кърджали;Kardjali;32679;25.25409;41.711709;ИЛИНИЦАКЪРДЖАЛИ
3296;Етрополе;Etropole;Оселна;село;Oselna;village;София;Sofia;54050;24.152732;42.920515;ОСЕЛНАЕТРОПОЛЕ
3297;Кърджали;Kardjali;Севдалина;село;Sevdalina;village;Кърджали;Kardjali;65890;25.331046;41.709834;СЕВДАЛИНАКЪРДЖАЛИ
3300;Кърджали;Kardjali;Чифлик;село;Chiflik;village;Кърджали;Kardjali;81462;25.499091;41.685453;ЧИФЛИККЪРДЖАЛИ
3301;Ардино;Ardino;Сполука;село;Spoluka;village;Кърджали;Kardjali;68240;25.148323;41.694126;СПОЛУКААРДИНО
3302;Ардино;Ardino;Аврамово;село;Avramovo;village;Кърджали;Kardjali;62;25.169186;41.696234;АВРАМОВОАРДИНО
3306;Девин;Devin;Тешел;село;Teshel;village;Смолян;Smolyan;72360;24.351968;41.672106;ТЕШЕЛДЕВИН
3307;Лъки;Laki;Здравец;село;Zdravets;village;Пловдив;Plovdiv;31423;24.79968;41.748076;ЗДРАВЕЦЛЪКИ
3308;Мадан;Madan;Върба;село;Varba;village;Смолян;Smolyan;12655;24.894041;41.478339;ВЪРБАМАДАН
3309;Смолян;Smolyan;Кокорково;село;Kokorkovo;village;Смолян;Smolyan;37945;24.808349;41.59839;КОКОРКОВОСМОЛЯН
3310;Ардино;Ardino;Дядовци;село;Dyadovtsi;village;Кърджали;Kardjali;24788;25.136172;41.601175;ДЯДОВЦИАРДИНО
3311;Ардино;Ardino;Синчец;село;Sinchets;village;Кърджали;Kardjali;66562;25.191047;41.553666;СИНЧЕЦАРДИНО
3313;Кърджали;Kardjali;Звъника;село;Zvanika;village;Кърджали;Kardjali;30569;25.27988;41.651004;ЗВЪНИКАКЪРДЖАЛИ
3314;Кърджали;Kardjali;Ненково;село;Nenkovo;village;Кърджали;Kardjali;51442;25.213697;41.740523;НЕНКОВОКЪРДЖАЛИ
3315;Черноочене;Chernoochene;Душка;село;Dushka;village;Кърджали;Kardjali;24219;25.191343;41.889635;ДУШКАЧЕРНООЧЕНЕ
3316;Златоград;Zlatograd;Пресока;село;Presoka;village;Смолян;Smolyan;59344;25.086322;41.423335;ПРЕСОКАЗЛАТОГРАД
3317;Неделино;Nedelino;Крайна;село;Krayna;village;Смолян;Smolyan;41277;25.131817;41.435088;КРАЙНАНЕДЕЛИНО
3318;Неделино;Nedelino;Дуня;село;Dunya;village;Смолян;Smolyan;24952;25.023443;41.459907;ДУНЯНЕДЕЛИНО
3319;Тетевен;Teteven;Горуньово;село;Gorunyovo;village;Ловеч;Lovech;17292;24.324386;42.841702;ГОРУНЬОВОТЕТЕВЕН
3320;Джебел;Djebel;Жълтика;село;Zhaltika;village;Кърджали;Kardjali;29619;25.200474;41.512254;ЖЪЛТИКАДЖЕБЕЛ
3321;Джебел;Djebel;Сипец;село;Sipets;village;Кърджали;Kardjali;70809;25.256621;41.516199;СИПЕЦДЖЕБЕЛ
3323;Угърчин;Ugarchin;Василковскамахала;село;Vasilovskamahala;village;Ловеч;Lovech;10197;24.353784;43.033285;ВАСИЛКОВСКАМАХАЛАУГЪРЧИН
3324;Главиница;Glavinitza;Суходол;село;Suhodol;village;Силистра;Silistra;70336;26.913494;43.972062;СУХОДОЛГЛАВИНИЦА
3326;Главиница;Glavinitza;Косара;село;Kosara;village;Силистра;Silistra;38707;26.807132;43.963785;КОСАРАГЛАВИНИЦА
3328;Главиница;Glavinitza;Бащино;село;Bashtino;village;Силистра;Silistra;3017;26.928657;43.950238;БАЩИНОГЛАВИНИЦА
3331;Завет;Zavet;ИванШишманово;село;IvanShishmanovo;village;Разград;Razgrad;32192;26.768489;43.794084;ИВАНШИШМАНОВОЗАВЕТ
3333;Исперих;Isperih;Конево;село;Konevo;village;Разград;Razgrad;38296;26.880131;43.778775;КОНЕВОИСПЕРИХ
3335;Исперих;Isperih;Свещари;село;Sveshtari;village;Разград;Razgrad;65650;26.786082;43.748943;СВЕЩАРИИСПЕРИХ
3340;Дулово;Dulovo;Паисиево;село;Paisievo;village;Силистра;Silistra;55186;26.951076;43.786637;ПАИСИЕВОДУЛОВО
3342;Ситово;Sitovo;Ирник;село;Irnik;village;Силистра;Silistra;32799;26.978646;43.939603;ИРНИКСИТОВО
3344;Ситово;Sitovo;Искра;село;Iskra;village;Силистра;Silistra;32839;26.964588;43.997599;ИСКРАСИТОВО
3345;Дулово;Dulovo;Долец;село;Dolets;village;Силистра;Silistra;21926;26.983374;43.79102;ДОЛЕЦДУЛОВО
3346;Исперих;Isperih;Делчево;село;Delchevo;village;Разград;Razgrad;20609;26.958604;43.709587;ДЕЛЧЕВОИСПЕРИХ
3351;Русе;Ruse;Ястребово;село;Yastrebovo;village;Русе;Ruse;87700;26.124703;43.757943;ЯСТРЕБОВОРУСЕ
3355;Русе;Ruse;ДолноАбланово;село;DolnoAlbanovo;village;Русе;Ruse;22558;26.1386;43.838498;ДОЛНОАБЛАНОВОРУСЕ
3359;Русе;Ruse;Сандрово;село;Sandrovo;village;Русе;Ruse;65348;26.114917;43.932742;САНДРОВОРУСЕ
3370;Сливополе;Slivopole;МалкоВраново;село;MalkoVranovo;village;Русе;Ruse;46560;26.32786;43.930681;МАЛКОВРАНОВОСЛИВОПОЛЕ
3371;Сливополе;Slivopole;Стамболово;село;Stambolovo;village;Русе;Ruse;68713;26.299752;43.898403;СТАМБОЛОВОСЛИВОПОЛЕ
3372;Сливополе;Slivopole;Кошарна;село;Kosharna;village;Русе;Ruse;39178;26.296487;43.881926;КОШАРНАСЛИВОПОЛЕ
3382;Кубрат;Kubrat;Задруга;село;Zadruga;village;Разград;Razgrad;30212;26.500702;43.850193;ЗАДРУГАКУБРАТ
3383;Кубрат;Kubrat;Божурово;село;Bozhurovo;village;Разград;Razgrad;5058;26.435235;43.883274;БОЖУРОВОКУБРАТ
3389;Елена;Elena;Донковци;село;Donkovtsi;village;ВеликоТърново;VelikoTarnovo;22976;25.804213;42.920154;ДОНКОВЦИЕЛЕНА
3390;Елена;Elena;Драганосковци;село;Draganoskovtsi;village;ВеликоТърново;VelikoTarnovo;23162;25.829832;42.909435;ДРАГАНОСКОВЦИЕЛЕНА
3391;Елена;Elena;Косевци;село;Kosevtsi;village;ВеликоТърново;VelikoTarnovo;38738;25.804593;42.849052;КОСЕВЦИЕЛЕНА
3392;Елена;Elena;Киревци;село;Kirevtsi;village;ВеликоТърново;VelikoTarnovo;36871;25.813899;42.856447;КИРЕВЦИЕЛЕНА
3393;Елена;Elena;Добревци;село;Dobrevtsi;village;ВеликоТърново;VelikoTarnovo;21364;25.814257;42.837681;ДОБРЕВЦИЕЛЕНА
3394;Гурково;Gurkovo;Конаре;село;Konare;village;СтараЗагора;StaraZagora;38203;25.829292;42.683962;КОНАРЕГУРКОВО
3397;Елена;Elena;Мийковци;село;Miykovtsi;village;ВеликоТърново;VelikoTarnovo;48057;25.945118;42.845359;МИЙКОВЦИЕЛЕНА
3398;Елена;Elena;Колари;село;Kolari;village;ВеликоТърново;VelikoTarnovo;37976;25.981881;42.882903;КОЛАРИЕЛЕНА
3400;Елена;Elena;Граматици;село;Gramatitsi;village;ВеликоТърново;VelikoTarnovo;17703;25.989171;42.896464;ГРАМАТИЦИЕЛЕНА
3401;Елена;Elena;Чакали;село;Chakali;village;ВеликоТърново;VelikoTarnovo;80100;25.98274;42.91595;ЧАКАЛИЕЛЕНА
3402;Елена;Elena;Марян;село;Maryan;village;ВеликоТърново;VelikoTarnovo;47425;25.969911;42.930544;МАРЯНЕЛЕНА
3403;Елена;Elena;Ганевдол;село;Ganevdol;village;ВеликоТърново;VelikoTarnovo;14430;25.96602;42.950502;ГАНЕВДОЛЕЛЕНА
3404;Елена;Elena;Чавдарци;село;Chavdartsi;village;ВеликоТърново;VelikoTarnovo;80042;25.972769;42.977252;ЧАВДАРЦИЕЛЕНА
3405;ВеликоТърново;VelikoTarnovo;Нацовци;село;Natsovtsi;village;ВеликоТърново;VelikoTarnovo;51175;25.621233;42.966751;НАЦОВЦИВЕЛИКОТЪРНОВО
3406;ВеликоТърново;VelikoTarnovo;Илевци;село;Ilevtsi;village;ВеликоТърново;VelikoTarnovo;32617;25.681171;42.866045;ИЛЕВЦИВЕЛИКОТЪРНОВО
3407;Гурково;Gurkovo;Ляварека;село;Lyavareka;village;СтараЗагора;StaraZagora;44776;25.677052;42.731657;ЛЯВАРЕКАГУРКОВО
3408;Елена;Elena;Дуковци;село;Dukovtsi;village;ВеликоТърново;VelikoTarnovo;24027;25.836769;42.879547;ДУКОВЦИЕЛЕНА
3410;Златарица;Zlataritza;Равново;село;Ravnovo;village;ВеликоТърново;VelikoTarnovo;61217;25.924755;43.032831;РАВНОВОЗЛАТАРИЦА
3411;Златарица;Zlataritza;Родина;село;Rodina;village;ВеликоТърново;VelikoTarnovo;62877;25.881161;43.085458;РОДИНАЗЛАТАРИЦА
3413;Лясковец;Lyaskovetz;Козаревец;село;Kozarevets;village;ВеликоТърново;VelikoTarnovo;37664;25.823475;43.131162;КОЗАРЕВЕЦЛЯСКОВЕЦ
3415;ГорнаОряховица;GornaOryahovitza;Писарево;село;Pisarevo;village;ВеликоТърново;VelikoTarnovo;56472;25.790214;43.155779;ПИСАРЕВОГОРНАОРЯХОВИЦА
3417;Стражица;Strazhitza;Бряговица;село;Bryagovitsa;village;ВеликоТърново;VelikoTarnovo;6731;25.88564;43.193303;БРЯГОВИЦАСТРАЖИЦА
3418;ГорнаОряховица;GornaOryahovitza;ГорскидоленТръмбеш;село;GorskiDolenTrambesh;village;ВеликоТърново;VelikoTarnovo;17124;25.836474;43.207793;ГОРСКИДОЛЕНТРЪМБЕШГОРНАОРЯХОВИЦА
3419;ГорнаОряховица;GornaOryahovitza;ГорскигоренТръмбеш;село;GorskiGorenTrambesh;village;ВеликоТърново;VelikoTarnovo;17107;25.840548;43.224432;ГОРСКИГОРЕНТРЪМБЕШГОРНАОРЯХОВИЦА
3422;Стражица;Strazhitza;ГорскиСеновец;село;GorskiSenovets;village;ВеликоТърново;VelikoTarnovo;17155;25.8968;43.279253;ГОРСКИСЕНОВЕЦСТРАЖИЦА
3424;ГорнаОряховица;GornaOryahovitza;Паисий;село;Paisiy;village;ВеликоТърново;VelikoTarnovo;55196;25.828609;43.309099;ПАИСИЙГОРНАОРЯХОВИЦА
3425;Стражица;Strazhitza;Лозен;село;Lozen;village;ВеликоТърново;VelikoTarnovo;44046;25.87076;43.323554;ЛОЗЕНСТРАЖИЦА
3437;Никопол;Nikopol;Жернов;село;Zhernov;village;Плевен;Pleven;29310;24.863175;43.655389;ЖЕРНОВНИКОПОЛ
3439;Никопол;Nikopol;Любеново;село;Lyubenovo;village;Плевен;Pleven;44536;24.93972;43.613895;ЛЮБЕНОВОНИКОПОЛ
3440;Никопол;Nikopol;Евлогиево;село;Evlogievo;village;Плевен;Pleven;27019;24.875578;43.627563;ЕВЛОГИЕВОНИКОПОЛ
3441;Никопол;Nikopol;Муселиево;село;Muselievo;village;Плевен;Pleven;49415;24.851872;43.634609;МУСЕЛИЕВОНИКОПОЛ
3443;Гулянци;Gulyantzi;Шияково;село;Shiyakovo;village;Плевен;Pleven;83394;24.703948;43.606748;ШИЯКОВОГУЛЯНЦИ
3445;Никопол;Nikopol;Асеново;село;Asenovo;village;Плевен;Pleven;744;24.864303;43.552775;АСЕНОВОНИКОПОЛ
3452;Пордим;Pordim;Тотлебен;село;Totleben;village;Плевен;Pleven;72881;24.912695;43.436976;ТОТЛЕБЕНПОРДИМ
3457;Пордим;Pordim;Каменец;село;Kamenets;village;Плевен;Pleven;35780;25.004279;43.340281;КАМЕНЕЦПОРДИМ
3458;Левски;Levski;Левски;град;Levski;town;Плевен;Pleven;43236;25.135792;43.359213;ЛЕВСКИЛЕВСКИ
3460;Левски;Levski;Варана;село;Varana;village;Плевен;Pleven;10080;25.219103;43.355613;ВАРАНАЛЕВСКИ
3467;Никопол;Nikopol;Санадиново;село;Sanadinovo;village;Плевен;Pleven;65320;25.004993;43.53803;САНАДИНОВОНИКОПОЛ
3468;Левски;Levski;Божурлук;село;Bozhurluk;village;Плевен;Pleven;5044;25.181645;43.53458;БОЖУРЛУКЛЕВСКИ
3470;Левски;Levski;Трънчовица;село;Tranchovitsa;village;Плевен;Pleven;73345;24.99684;43.485835;ТРЪНЧОВИЦАЛЕВСКИ
3474;Левски;Levski;КозарБелене;село;KozarBelene;village;Плевен;Pleven;37647;25.156705;43.40573;КОЗАРБЕЛЕНЕЛЕВСКИ
3479;Стралджа;Straldja;Джинот;село;Dzhinot;village;Ямбол;Yambol;20804;26.657723;42.5127;ДЖИНОТСТРАЛДЖА
3483;Тунджа;Tundja;Козарево;село;Kozarevo;village;Ямбол;Yambol;37681;26.593054;42.453414;КОЗАРЕВОТУНДЖА
3489;Тунджа;Tundja;Симеоново;село;Simeonovo;village;Ямбол;Yambol;66456;26.638029;42.374929;СИМЕОНОВОТУНДЖА
3492;Тунджа;Tundja;Калчево;село;Kalchevo;village;Ямбол;Yambol;35609;26.604475;42.42916;КАЛЧЕВОТУНДЖА
3497;Стралджа;Straldja;Саранско;село;Saransko;village;Ямбол;Yambol;65406;26.710369;42.362397;САРАНСКОСТРАЛДЖА
3499;Тунджа;Tundja;Завой;село;Zavoy;village;Ямбол;Yambol;30096;26.527162;42.562341;ЗАВОЙТУНДЖА
3503;Карнобат;Karnobat;Железник;село;Zheleznik;village;Бургас;Burgas;29129;26.903588;42.571218;ЖЕЛЕЗНИККАРНОБАТ
3507;Стралджа;Straldja;Богорово;село;Bogorovo;village;Ямбол;Yambol;4786;26.854866;42.451169;БОГОРОВОСТРАЛДЖА
3510;Стралджа;Straldja;Люлин;село;Lyulin;village;Ямбол;Yambol;44666;26.799492;42.438588;ЛЮЛИНСТРАЛДЖА
3514;Стралджа;Straldja;Правдино;село;Pravdino;village;Ямбол;Yambol;58003;26.929137;42.419544;ПРАВДИНОСТРАЛДЖА
3517;Карнобат;Karnobat;Смолник;село;Smolnik;village;Бургас;Burgas;72080;26.92769;42.529705;СМОЛНИККАРНОБАТ
3519;Карнобат;Karnobat;Драганци;село;Dragantsi;village;Бургас;Burgas;23176;26.983;42.569253;ДРАГАНЦИКАРНОБАТ
3522;Тунджа;Tundja;Веселиново;село;Veselinovo;village;Ямбол;Yambol;10776;26.544816;42.532893;ВЕСЕЛИНОВОТУНДЖА
3523;Тервел;Tervel;Гуслар;село;Guslar;village;Добрич;Dobrich;18191;27.44163;43.836931;ГУСЛАРТЕРВЕЛ
3524;Тервел;Tervel;Малиизвор;село;Maliizvor;village;Добрич;Dobrich;46334;27.468542;43.792282;МАЛИИЗВОРТЕРВЕЛ
3525;Тервел;Tervel;ПолковникСавово;село;PolkovnikSavovo;village;Добрич;Dobrich;57265;27.402803;43.710154;ПОЛКОВНИКСАВОВОТЕРВЕЛ
3527;Тервел;Tervel;Каблешково;село;Kableshkovo;village;Добрич;Dobrich;35050;27.307924;43.750511;КАБЛЕШКОВОТЕРВЕЛ
3528;Тервел;Tervel;ПрофесорЗлатарски;село;ProfesorZlatarski;village;Добрич;Dobrich;58685;27.328998;43.769005;ПРОФЕСОРЗЛАТАРСКИТЕРВЕЛ
3530;Дулово;Dulovo;Чернолик;село;Chernolik;village;Силистра;Silistra;81150;27.084762;43.883052;ЧЕРНОЛИКДУЛОВО
3533;Силистра;Silistra;Попкралево;село;Popkralevo;village;Силистра;Silistra;57604;27.372905;43.983843;ПОПКРАЛЕВОСИЛИСТРА
3538;Тервел;Tervel;Бонево;село;Bonevo;village;Добрич;Dobrich;5342;27.379874;43.729644;БОНЕВОТЕРВЕЛ
3540;Завет;Zavet;Прелез;село;Prelez;village;Разград;Razgrad;58147;26.693355;43.816505;ПРЕЛЕЗЗАВЕТ
3541;Завет;Zavet;Веселец;село;Veselets;village;Разград;Razgrad;10714;26.732735;43.811583;ВЕСЕЛЕЦЗАВЕТ
3545;Тутракан;Tutrakan;Бреница;село;Brenitsa;village;Силистра;Silistra;6389;26.614905;43.891159;БРЕНИЦАТУТРАКАН
3546;Кубрат;Kubrat;Тертер;село;Terter;village;Разград;Razgrad;72337;26.557976;43.887988;ТЕРТЕРКУБРАТ
3547;Костенец;Kostenetz;Гергичка;закритонас.място;Gergichka;officiallyclosed;София;Sofia;0;23.891345;42.314198;ГЕРГИЧКАКОСТЕНЕЦ
3548;Костенец;Kostenetz;Шуманска;закритонас.място;Shumanska;officiallyclosed;София;Sofia;0;23.895623;42.306206;ШУМАНСКАКОСТЕНЕЦ
3549;Костенец;Kostenetz;Бальовамахала;закритонас.място;Balyovamahala;officiallyclosed;София;Sofia;0;23.9261;42.32464;БАЛЬОВАМАХАЛАКОСТЕНЕЦ
3550;Кирково;Kirkovo;Веслец;закритонас.място;Veslets;officiallyclosed;Кърджали;Kardjali;0;25.261395;41.383461;ВЕСЛЕЦКИРКОВО
3551;Девин;Devin;Катранци;закритонас.място;Katrantsi;officiallyclosed;Смолян;Smolyan;0;24.505342;41.675604;КАТРАНЦИДЕВИН
3552;Правец;Pravetz;Головица;закритонас.място;Golovitsa;officiallyclosed;София;Sofia;0;23.96886;42.977788;ГОЛОВИЦАПРАВЕЦ
3553;Правец;Pravetz;Свиндол;закритонас.място;Svindol;officiallyclosed;София;Sofia;0;23.949562;42.986995;СВИНДОЛПРАВЕЦ
3554;Ихтиман;Ihtiman;Драгиовци;закритонас.място;Dragiovtsi;officiallyclosed;София;Sofia;0;23.745254;42.546611;ДРАГИОВЦИИХТИМАН
3555;Драгоман;Dragoman;МалоБелово;закритонас.място;MaloBelovo;officiallyclosed;София;Sofia;0;22.82508;42.960103;МАЛОБЕЛОВОДРАГОМАН
3556;Правец;Pravetz;Смолевица;закритонас.място;Smolevitsa;officiallyclosed;София;Sofia;0;23.982918;43.039538;СМОЛЕВИЦАПРАВЕЦ
3557;Своге;Svoge;Мечаполяна;закритонас.място;Mechapolyana;officiallyclosed;София;Sofia;0;23.283567;43.01557;МЕЧАПОЛЯНАСВОГЕ
3558;Крумовград;Krumovgrad;Мечеухо;закритонас.място;Mecheuho;officiallyclosed;Кърджали;Kardjali;0;25.778012;41.617992;МЕЧЕУХОКРУМОВГРАД
3559;Крумовград;Krumovgrad;Снеготин;закритонас.място;Snegotin;officiallyclosed;Кърджали;Kardjali;0;25.706487;41.530768;СНЕГОТИНКРУМОВГРАД
3560;Девин;Devin;Петвар;закритонас.място;Petvar;officiallyclosed;Смолян;Smolyan;0;24.478159;41.880507;ПЕТВАРДЕВИН
3562;Златоград;Zlatograd;Лайковчукар;закритонас.място;Laykovchukar;officiallyclosed;Смолян;Smolyan;0;24.985042;41.435057;ЛАЙКОВЧУКАРЗЛАТОГРАД
3563;Кърджали;Kardjali;Геново;закритонас.място;Genovo;officiallyclosed;Кърджали;Kardjali;0;25.329293;41.597757;ГЕНОВОКЪРДЖАЛИ
3564;Кирково;Kirkovo;Мъженци;закритонас.място;Mazhentsi;officiallyclosed;Кърджали;Kardjali;0;25.263305;41.392783;МЪЖЕНЦИКИРКОВО
3565;Плевен;Pleven;Бохот;село;Bohot;village;Плевен;Pleven;5921;24.691992;43.321258;БОХОТПЛЕВЕН
3566;Плевен;Pleven;Ралево;село;Ralevo;village;Плевен;Pleven;62116;24.603136;43.296602;РАЛЕВОПЛЕВЕН
3571;Угърчин;Ugarchin;Каленик;село;Kalenik;village;Ловеч;Lovech;35331;24.511246;43.161208;КАЛЕНИКУГЪРЧИН
3572;Ловеч;Lovech;Лисец;село;Lisets;village;Ловеч;Lovech;43829;24.664953;43.183256;ЛИСЕЦЛОВЕЧ
3576;Угърчин;Ugarchin;Кирковамахала;село;Kirkovamahala;village;Ловеч;Lovech;36912;24.586356;43.064206;КИРКОВАМАХАЛАУГЪРЧИН
3577;Ловеч;Lovech;Соколово;село;Sokolovo;village;Ловеч;Lovech;67948;24.622245;43.070774;СОКОЛОВОЛОВЕЧ
3578;Ловеч;Lovech;Изворче;село;Izvorche;village;Ловеч;Lovech;32500;24.661507;43.104542;ИЗВОРЧЕЛОВЕЧ
3581;Угърчин;Ugarchin;Голец;село;Golets;village;Ловеч;Lovech;15552;24.589834;43.045841;ГОЛЕЦУГЪРЧИН
3582;Ловеч;Lovech;Абланица;село;Ablanitsa;village;Ловеч;Lovech;28;24.692531;43.041451;АБЛАНИЦАЛОВЕЧ
3587;Ловеч;Lovech;Александрово;село;Aleksandrovo;village;Ловеч;Lovech;299;24.94029;43.263076;АЛЕКСАНДРОВОЛОВЕЧ
3588;Пордим;Pordim;Борислав;село;Borislav;village;Плевен;Pleven;5493;24.965365;43.319811;БОРИСЛАВПОРДИМ
3589;Ловеч;Lovech;Горан;село;Goran;village;Ловеч;Lovech;16002;24.743405;43.20214;ГОРАНЛОВЕЧ
3592;Ловеч;Lovech;Умаревци;село;Umarevtsi;village;Ловеч;Lovech;75112;24.785266;43.194552;УМАРЕВЦИЛОВЕЧ
3595;Ловеч;Lovech;Йоглав;село;Yoglav;village;Ловеч;Lovech;34093;24.824188;43.208437;ЙОГЛАВЛОВЕЧ
3597;Ловеч;Lovech;Тепава;село;Tepava;village;Ловеч;Lovech;72254;24.895227;43.174161;ТЕПАВАЛОВЕЧ
3602;Ловеч;Lovech;Дъбрава;село;Dabrava;village;Ловеч;Lovech;24373;24.820037;43.063308;ДЪБРАВАЛОВЕЧ
3605;Ловеч;Lovech;Казачево;село;Kazachevo;village;Ловеч;Lovech;35198;24.749651;43.080105;КАЗАЧЕВОЛОВЕЧ
3608;Ловеч;Lovech;Ловеч;град;Lovech;town;Ловеч;Lovech;43952;24.711535;43.134777;ЛОВЕЧЛОВЕЧ
3612;Суворово;Suvorovo;Изгрев;село;Izgrev;village;Варна;Varna;32528;27.696082;43.296456;ИЗГРЕВСУВОРОВО
3616;Девня;Devnya;Кипра;село;Kipra;village;Варна;Varna;36868;27.623085;43.262529;КИПРАДЕВНЯ
3619;Суворово;Suvorovo;Калиманци;село;Kalimantsi;village;Варна;Varna;35376;27.725592;43.278157;КАЛИМАНЦИСУВОРОВО
3623;Белослав;Beloslav;Страшимирово;село;Strashimirovo;village;Варна;Varna;69763;27.738228;43.200387;СТРАШИМИРОВОБЕЛОСЛАВ
3625;Аврен;Avren;Царевци;село;Tsarevtsi;village;Варна;Varna;70220;27.568482;43.091269;ЦАРЕВЦИАВРЕН
3626;Аврен;Avren;Казашкарека;село;Kazashkareka;village;Варна;Varna;35208;27.631774;43.088006;КАЗАШКАРЕКААВРЕН
3627;Аврен;Avren;Юнак;село;Yunak;village;Варна;Varna;86057;27.610249;43.075887;ЮНАКАВРЕН
3630;Белослав;Beloslav;Разделна;село;Razdelna;village;Варна;Varna;61741;27.634894;43.16293;РАЗДЕЛНАБЕЛОСЛАВ
3631;Девня;Devnya;Падина;село;Padina;village;Варна;Varna;55110;27.569183;43.159588;ПАДИНАДЕВНЯ
3637;Долничифлик;Dolnichiflik;Венелин;село;Venelin;village;Варна;Varna;10611;27.668145;43.0491;ВЕНЕЛИНДОЛНИЧИФЛИК
3642;Долничифлик;Dolnichiflik;НоваШипка;село;NovaShipka;village;Варна;Varna;51963;27.523277;43.056455;НОВАШИПКАДОЛНИЧИФЛИК
3643;Суворово;Suvorovo;Просечен;село;Prosechen;village;Варна;Varna;58654;27.641139;43.294259;ПРОСЕЧЕНСУВОРОВО
3644;Суворово;Suvorovo;Баново;село;Banovo;village;Варна;Varna;2662;27.677333;43.263665;БАНОВОСУВОРОВО
3646;Аксаково;Aksakovo;Игнатиево;село;Ignatievo;village;Варна;Varna;32278;27.778346;43.248331;ИГНАТИЕВОАКСАКОВО
