OBJECTID_1;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
3648;Аксаково;Aksakovo;Изворско;село;Izvorsko;village;Варна;Varna;32490;27.769449;43.295178;ИЗВОРСКОАКСАКОВО
3652;Варна;Varna;Казашко;село;Kazashko;village;Варна;Varna;35211;27.820703;43.198203;КАЗАШКОВАРНА
3654;Варна;Varna;Звездица;село;Zvezditsa;village;Варна;Varna;30497;27.837177;43.153809;ЗВЕЗДИЦАВАРНА
3655;Долничифлик;Dolnichiflik;Детелина;село;Detelina;village;Варна;Varna;20701;27.772539;42.985494;ДЕТЕЛИНАДОЛНИЧИФЛИК
3659;Червенбряг;Chervenbryag;Ракита;село;Rakita;village;Плевен;Pleven;61950;24.271743;43.269963;РАКИТАЧЕРВЕНБРЯГ
3662;Луковит;Lukovit;Ъглен;село;Aglen;village;Ловеч;Lovech;85010;24.314943;43.201151;ЪГЛЕНЛУКОВИТ
3666;Луковит;Lukovit;Пещерна;село;Peshterna;village;Ловеч;Lovech;56318;24.250474;43.078388;ПЕЩЕРНАЛУКОВИТ
3674;Червенбряг;Chervenbryag;Чомаковци;село;Chomakovtsi;village;Плевен;Pleven;81551;24.066794;43.330374;ЧОМАКОВЦИЧЕРВЕНБРЯГ
3684;Луковит;Lukovit;Тодоричене;село;Todorichene;village;Ловеч;Lovech;72552;24.178546;43.164438;ТОДОРИЧЕНЕЛУКОВИТ
3686;Луковит;Lukovit;Карлуково;село;Karlukovo;village;Ловеч;Lovech;36511;24.067091;43.163665;КАРЛУКОВОЛУКОВИТ
3687;Роман;Roman;Стояновци;село;Stoyanovtsi;village;Враца;Vratza;69554;24.000651;43.124979;СТОЯНОВЦИРОМАН
3689;Ябланица;Yablanitza;Орешене;село;Oreshene;village;Ловеч;Lovech;53730;24.078897;43.093309;ОРЕШЕНЕЯБЛАНИЦА
3691;Луковит;Lukovit;Румянцево;село;Rumyantsevo;village;Ловеч;Lovech;63327;24.150208;43.134563;РУМЯНЦЕВОЛУКОВИТ
3694;Ябланица;Yablanitza;Брестница;село;Brestnitsa;village;Ловеч;Lovech;6450;24.202442;43.066823;БРЕСТНИЦАЯБЛАНИЦА
3699;Ябланица;Yablanitza;Ябланица;град;Yablanitsa;town;Ловеч;Lovech;87014;24.099147;43.032181;ЯБЛАНИЦАЯБЛАНИЦА
3700;Тетевен;Teteven;Асен;село;Asen;village;Ловеч;Lovech;686;24.201593;43.031694;АСЕНТЕТЕВЕН
3704;Карнобат;Karnobat;Драгово;село;Dragovo;village;Бургас;Burgas;23306;27.105774;42.629412;ДРАГОВОКАРНОБАТ
3706;Айтос;Aitos;Караново;село;Karanovo;village;Бургас;Burgas;36381;27.192791;42.643606;КАРАНОВОАЙТОС
3707;Айтос;Aitos;Малкаполяна;село;Malkapolyana;village;Бургас;Burgas;46440;27.239556;42.63822;МАЛКАПОЛЯНААЙТОС
3708;Средец;Sredetz;Драчево;село;Drachevo;village;Бургас;Burgas;23604;27.251369;42.341817;ДРАЧЕВОСРЕДЕЦ
3709;Дряново;Dryanovo;ГорниДрагойча;село;GorniDragoycha;village;Габрово;Gabrovo;16523;25.485317;42.92211;ГОРНИДРАГОЙЧАДРЯНОВО
3710;Габрово;Gabrovo;Солари;село;Solari;village;Габрово;Gabrovo;67996;25.312003;42.941126;СОЛАРИГАБРОВО
3711;Габрово;Gabrovo;Прахали;село;Prahali;village;Габрово;Gabrovo;58102;25.280958;42.911061;ПРАХАЛИГАБРОВО
3712;Габрово;Gabrovo;Киевци;село;Kievtsi;village;Габрово;Gabrovo;36823;25.284535;42.901598;КИЕВЦИГАБРОВО
3714;Казанлък;Kazanlak;Хаджидимитрово;село;Hadzhidimitrovo;village;СтараЗагора;StaraZagora;77027;25.350718;42.673538;ХАДЖИДИМИТРОВОКАЗАНЛЪК
3716;Севлиево;Sevlievo;Душево;село;Dushevo;village;Габрово;Gabrovo;24178;25.024678;42.965416;ДУШЕВОСЕВЛИЕВО
3718;Габрово;Gabrovo;Драгановци;село;Draganovtsi;village;Габрово;Gabrovo;23159;25.184328;42.935707;ДРАГАНОВЦИГАБРОВО
3719;Севлиево;Sevlievo;Шумата;село;Shumata;village;Габрово;Gabrovo;83497;25.073968;42.921345;ШУМАТАСЕВЛИЕВО
3720;Севлиево;Sevlievo;Батошево;село;Batoshevo;village;Габрово;Gabrovo;2885;25.084935;42.909182;БАТОШЕВОСЕВЛИЕВО
3721;Габрово;Gabrovo;Камещица;село;Kameshtitsa;village;Габрово;Gabrovo;35986;25.137104;42.907937;КАМЕЩИЦАГАБРОВО
3722;Габрово;Gabrovo;Музга;село;Muzga;village;Габрово;Gabrovo;49299;25.145244;42.897521;МУЗГАГАБРОВО
3723;Габрово;Gabrovo;Михайловци;село;Mihaylovtsi;village;Габрово;Gabrovo;48516;25.182242;42.89557;МИХАЙЛОВЦИГАБРОВО
3724;Габрово;Gabrovo;Борското;село;Borskoto;village;Габрово;Gabrovo;5668;25.168895;42.896186;БОРСКОТОГАБРОВО
3725;Габрово;Gabrovo;Дебелдял;село;Debeldyal;village;Габрово;Gabrovo;20225;25.179715;42.875045;ДЕБЕЛДЯЛГАБРОВО
3726;Севлиево;Sevlievo;Тумбалово;село;Tumbalovo;village;Габрово;Gabrovo;73434;25.09439;42.864447;ТУМБАЛОВОСЕВЛИЕВО
3729;Севлиево;Sevlievo;Табашка;село;Tabashka;village;Габрово;Gabrovo;72031;25.005467;42.831332;ТАБАШКАСЕВЛИЕВО
3730;Севлиево;Sevlievo;Дрянът;село;Dryanat;village;Габрово;Gabrovo;23995;25.035207;42.834453;ДРЯНЪТСЕВЛИЕВО
3731;Севлиево;Sevlievo;Валевци;село;Valevtsi;village;Габрово;Gabrovo;13069;25.079184;42.835259;ВАЛЕВЦИСЕВЛИЕВО
3732;Севлиево;Sevlievo;Угорелец;село;Ugorelets;village;Габрово;Gabrovo;75037;25.108664;42.831218;УГОРЕЛЕЦСЕВЛИЕВО
3733;Севлиево;Sevlievo;Купен;село;Kupen;village;Габрово;Gabrovo;40659;25.113634;42.850489;КУПЕНСЕВЛИЕВО
3734;Севлиево;Sevlievo;Селище;село;Selishte;village;Габрово;Gabrovo;70799;25.054169;42.854338;СЕЛИЩЕСЕВЛИЕВО
3735;Севлиево;Sevlievo;Войнишка;село;Voynishka;village;Габрово;Gabrovo;11960;25.013373;42.858128;ВОЙНИШКАСЕВЛИЕВО
3736;Севлиево;Sevlievo;Кастел;село;Kastel;village;Габрово;Gabrovo;36600;25.113808;42.902849;КАСТЕЛСЕВЛИЕВО
3737;Габрово;Gabrovo;Драгиевци;село;Dragievtsi;village;Габрово;Gabrovo;23203;25.175532;42.928957;ДРАГИЕВЦИГАБРОВО
3738;Габрово;Gabrovo;Яворец;село;Yavorets;village;Габрово;Gabrovo;87120;25.161614;42.960754;ЯВОРЕЦГАБРОВО
3739;Севлиево;Sevlievo;Еневрът;село;Enevrat;village;Габрово;Gabrovo;27485;25.037042;42.91058;ЕНЕВРЪТСЕВЛИЕВО
3741;Севлиево;Sevlievo;Душевскиколиби;село;Dushevskikolibi;village;Габрово;Gabrovo;24181;25.0114;42.90973;ДУШЕВСКИКОЛИБИСЕВЛИЕВО
3742;Габрово;Gabrovo;Райновци;село;Raynovtsi;village;Габрово;Gabrovo;61902;25.197553;42.899736;РАЙНОВЦИГАБРОВО
3743;Габрово;Gabrovo;Смиловци;село;Smilovtsi;village;Габрово;Gabrovo;67533;25.182672;42.904867;СМИЛОВЦИГАБРОВО
3744;Габрово;Gabrovo;Новаковци;село;Novakovtsi;village;Габрово;Gabrovo;51843;25.196505;42.919473;НОВАКОВЦИГАБРОВО
3747;Габрово;Gabrovo;Армените;село;Armenite;village;Габрово;Gabrovo;638;25.225041;42.929416;АРМЕНИТЕГАБРОВО
3749;Габрово;Gabrovo;Враниловци;село;Vranilovtsi;village;Габрово;Gabrovo;12168;25.219587;42.91084;ВРАНИЛОВЦИГАБРОВО
3750;Габрово;Gabrovo;Стоевци;село;Stoevtsi;village;Габрово;Gabrovo;69287;25.204257;42.895586;СТОЕВЦИГАБРОВО
3751;Габрово;Gabrovo;Врабците;село;Vrabtsite;village;Габрово;Gabrovo;12111;25.207824;42.861781;ВРАБЦИТЕГАБРОВО
3752;Габрово;Gabrovo;Геновци;село;Genovtsi;village;Габрово;Gabrovo;14742;25.23336;42.845968;ГЕНОВЦИГАБРОВО
3753;Габрово;Gabrovo;Мечковица;село;Mechkovitsa;village;Габрово;Gabrovo;47994;25.244212;42.847183;МЕЧКОВИЦАГАБРОВО
3754;Габрово;Gabrovo;Руйчовци;село;Ruychovtsi;village;Габрово;Gabrovo;63296;25.241281;42.825231;РУЙЧОВЦИГАБРОВО
3755;Габрово;Gabrovo;Трънито;село;Tranito;village;Габрово;Gabrovo;73290;25.235661;42.867529;ТРЪНИТОГАБРОВО
3756;Габрово;Gabrovo;Янковци;село;Yankovtsi;village;Габрово;Gabrovo;87432;25.239286;42.906285;ЯНКОВЦИГАБРОВО
3757;Габрово;Gabrovo;Лоза;село;Loza;village;Габрово;Gabrovo;44015;25.239646;42.924548;ЛОЗАГАБРОВО
3758;Габрово;Gabrovo;Петровци;село;Petrovtsi;village;Габрово;Gabrovo;56191;25.234602;42.92301;ПЕТРОВЦИГАБРОВО
3760;Айтос;Aitos;Съдиево;село;Sadievo;village;Бургас;Burgas;70473;27.320419;42.663617;СЪДИЕВОАЙТОС
3761;Бургас;Burgas;Миролюбово;село;Mirolyubovo;village;Бургас;Burgas;48409;27.363675;42.644908;МИРОЛЮБОВОБУРГАС
3766;Камено;Kameno;Свобода;село;Svoboda;village;Бургас;Burgas;65783;27.315656;42.569978;СВОБОДАКАМЕНО
3771;Камено;Kameno;Константиново;село;Konstantinovo;village;Бургас;Burgas;52279;27.316852;42.404375;КОНСТАНТИНОВОКАМЕНО
3772;Созопол;Sozopol;Присад;село;Prisad;village;Бургас;Burgas;58400;27.384777;42.376365;ПРИСАДСОЗОПОЛ
3776;Бургас;Burgas;Твърдица;село;Tvarditsa;village;Бургас;Burgas;72151;27.455522;42.407936;ТВЪРДИЦАБУРГАС
3777;Бургас;Burgas;Изворище;село;Izvorishte;village;Бургас;Burgas;32425;27.442444;42.657037;ИЗВОРИЩЕБУРГАС
3779;Бургас;Burgas;Черноморе;село;Chernomore;village;Бургас;Burgas;81164;27.492029;42.614163;ЧЕРНОМОРЕБУРГАС
3780;Бургас;Burgas;Димчево;село;Dimchevo;village;Бургас;Burgas;21141;27.409739;42.404973;ДИМЧЕВОБУРГАС
3783;Несебър;Nesebar;Равда;село;Ravda;village;Бургас;Burgas;61056;27.678308;42.643433;РАВДАНЕСЕБЪР
3785;Поморие;Pomorie;Каменар;село;Kamenar;village;Бургас;Burgas;35691;27.573841;42.625025;КАМЕНАРПОМОРИЕ
3789;Созопол;Sozopol;Равадиново;село;Ravazinovo;village;Бургас;Burgas;61042;27.666882;42.383079;РАВАДИНОВОСОЗОПОЛ
3791;Созопол;Sozopol;Равнагора;село;Ravnagora;village;Бургас;Burgas;61114;27.538911;42.36321;РАВНАГОРАСОЗОПОЛ
3794;Аврен;Avren;Болярци;село;Bolyartsi;village;Варна;Varna;5311;27.79907;43.070413;БОЛЯРЦИАВРЕН
3798;Аврен;Avren;Китка;село;Kitka;village;Варна;Varna;37068;27.775572;43.053322;КИТКААВРЕН
3801;Аксаково;Aksakovo;Орешак;село;Oreshak;village;Варна;Varna;53691;27.913472;43.301751;ОРЕШАКАКСАКОВО
3802;Белослав;Beloslav;Езерово;село;Ezerovo;village;Варна;Varna;27125;27.767125;43.201823;ЕЗЕРОВОБЕЛОСЛАВ
3805;Земен;Zemen;Падине;село;Padine;village;Перник;Pernik;55141;22.725195;42.642026;ПАДИНЕЗЕМЕН
3806;Земен;Zemen;Калотинци;село;Kalotintsi;village;Перник;Pernik;35482;22.711207;42.537756;КАЛОТИНЦИЗЕМЕН
3808;Трън;Tran;Дългалука;село;Dalgaluka;village;Перник;Pernik;24517;22.55543;42.639421;ДЪЛГАЛУКАТРЪН
3811;Трекляно;Treklyano;ГорноКобиле;село;GornoKobile;village;Кюстендил;Kyustendil;16804;22.519458;42.567893;ГОРНОКОБИЛЕТРЕКЛЯНО
3813;Трекляно;Treklyano;Чешлянци;село;Cheshlyantsi;village;Кюстендил;Kyustendil;81325;22.528616;42.575145;ЧЕШЛЯНЦИТРЕКЛЯНО
3814;Трекляно;Treklyano;ДолноКобиле;село;DolnoKobile;village;Кюстендил;Kyustendil;22650;22.534348;42.545151;ДОЛНОКОБИЛЕТРЕКЛЯНО
3816;Трекляно;Treklyano;ГорниКоритен;село;GorniKoriten;village;Кюстендил;Kyustendil;16554;22.573003;42.504544;ГОРНИКОРИТЕНТРЕКЛЯНО
3817;Кюстендил;Kyustendil;ДолноУйно;село;DolnoUyno;village;Кюстендил;Kyustendil;22862;22.577438;42.416354;ДОЛНОУЙНОКЮСТЕНДИЛ
3818;Кюстендил;Kyustendil;Ломница;село;Lomnitsa;village;Кюстендил;Kyustendil;44255;22.549252;42.376359;ЛОМНИЦАКЮСТЕНДИЛ
3819;Кюстендил;Kyustendil;Режинци;село;Rezhintsi;village;Кюстендил;Kyustendil;62428;22.556894;42.398398;РЕЖИНЦИКЮСТЕНДИЛ
3820;Трекляно;Treklyano;Косово;село;Kosovo;village;Кюстендил;Kyustendil;38786;22.576647;42.598285;КОСОВОТРЕКЛЯНО
3826;НиколаКозлево;NikolaKozlevo;Векилски;село;Vekilski;village;Шумен;Shumen;10330;27.382149;43.570377;ВЕКИЛСКИНИКОЛАКОЗЛЕВО
3832;Новипазар;Novipazar;Беджене;село;Bedzhene;village;Шумен;Shumen;3126;27.267154;43.449646;БЕДЖЕНЕНОВИПАЗАР
3833;Новипазар;Novipazar;Преселка;село;Preselka;village;Шумен;Shumen;58205;27.282691;43.433957;ПРЕСЕЛКАНОВИПАЗАР
3834;Новипазар;Novipazar;Писарево;село;Pisarevo;village;Шумен;Shumen;56486;27.308328;43.486258;ПИСАРЕВОНОВИПАЗАР
3835;Новипазар;Novipazar;Тръница;село;Tranitsa;village;Шумен;Shumen;73300;27.319729;43.462252;ТРЪНИЦАНОВИПАЗАР
3839;Ситово;Sitovo;Поляна;село;Polyana;village;Силистра;Silistra;57385;26.979838;44.058798;ПОЛЯНАСИТОВО
3842;Лозница;Loznitza;Манастирци;село;Manastirtsi;village;Разград;Razgrad;47041;26.637108;43.351309;МАНАСТИРЦИЛОЗНИЦА
3844;Лозница;Loznitza;Сейдол;село;Seydol;village;Разград;Razgrad;65992;26.510429;43.402254;СЕЙДОЛЛОЗНИЦА
3845;Търговище;Targovishte;Пресяк;село;Presyak;village;Търговище;Targovishte;58298;26.737215;43.390477;ПРЕСЯКТЪРГОВИЩЕ
3846;Самуил;Samuil;Хума;село;Huma;village;Разград;Razgrad;77517;26.733878;43.464841;ХУМАСАМУИЛ
3847;Лозница;Loznitza;Ловско;село;Lovsko;village;Разград;Razgrad;44937;26.621212;43.394755;ЛОВСКОЛОЗНИЦА
3848;Лозница;Loznitza;Синявода;село;Sinyavoda;village;Разград;Razgrad;66593;26.567974;43.405846;СИНЯВОДАЛОЗНИЦА
3849;Лозница;Loznitza;Студенец;село;Studenets;village;Разград;Razgrad;70069;26.609444;43.425757;СТУДЕНЕЦЛОЗНИЦА
3850;Лозница;Loznitza;Гороцвет;село;Gorotsvet;village;Разград;Razgrad;17066;26.638384;43.436932;ГОРОЦВЕТЛОЗНИЦА
3852;Разград;Razgrad;Островче;село;Ostrovche;village;Разград;Razgrad;54420;26.503879;43.439182;ОСТРОВЧЕРАЗГРАД
3853;Лозница;Loznitza;Градина;село;Gradina;village;Разград;Razgrad;17498;26.567033;43.44279;ГРАДИНАЛОЗНИЦА
3859;Варна;Varna;Каменар;село;Kamenar;village;Варна;Varna;35701;27.899889;43.249317;КАМЕНАРВАРНА
3860;Шумен;Shumen;Царевброд;село;Tsarevbrod;village;Шумен;Shumen;78104;27.011406;43.330703;ЦАРЕВБРОДШУМЕН
3863;Каспичан;Kaspichan;Каспичан;село;Kaspichan;village;Шумен;Shumen;36590;27.173597;43.30187;КАСПИЧАНКАСПИЧАН
3865;Каспичан;Kaspichan;Могила;село;Mogila;village;Шумен;Shumen;48773;27.197506;43.279791;МОГИЛАКАСПИЧАН
3869;Шумен;Shumen;ИлияБлъсково;село;IliaBlaskovo;village;Шумен;Shumen;32706;27.040519;43.228165;ИЛИЯБЛЪСКОВОШУМЕН
3871;Трявна;Tryavna;Христовци;село;Hristovtsi;village;Габрово;Gabrovo;77459;25.522466;42.882129;ХРИСТОВЦИТРЯВНА
3872;Трявна;Tryavna;Кисийците;село;Kisiytsite;village;Габрово;Gabrovo;36991;25.504643;42.883236;КИСИЙЦИТЕТРЯВНА
3873;ВеликоТърново;VelikoTarnovo;Шодековци;село;Shodekovtsi;village;ВеликоТърново;VelikoTarnovo;83418;25.575086;42.930275;ШОДЕКОВЦИВЕЛИКОТЪРНОВО
3874;Трявна;Tryavna;Милевци;село;Milevtsi;village;Габрово;Gabrovo;48177;25.514854;42.851388;МИЛЕВЦИТРЯВНА
